call_id,caller_id,callee_id,timestamp,duration_sec
C00559,P031,P032,2026-06-14T04:02:53,809
C00560,P031,P032,2026-06-10T08:39:07,323
C00561,P031,P029,2026-06-02T08:40:52,444
C00562,P031,P029,2026-06-21T22:40:33,483
C00563,P031,P001,2026-06-04T18:11:53,626
C00564,P031,P001,2026-06-18T00:35:54,662
C00565,P031,P006,2026-06-23T05:13:38,313
C00566,P031,P006,2026-06-14T00:03:25,644
C00567,P031,P006,2026-06-12T08:45:31,599
C00568,P031,P006,2026-06-14T06:49:11,695
C00569,P032,P035,2026-07-01T19:09:11,572
C00570,P032,P035,2026-06-17T18:28:55,582
C00571,P032,P024,2026-06-13T17:07:01,59
C00572,P033,P024,2026-06-08T23:55:27,658
C00573,P033,P024,2026-06-04T21:11:11,767
C00574,P033,P024,2026-06-25T12:06:23,151
C00575,P033,P024,2026-06-02T12:49:36,574
C00576,P033,P024,2026-06-11T23:24:12,194
C00577,P033,P024,2026-06-27T16:54:59,727
C00578,P033,P017,2026-06-21T06:38:11,845
C00579,P033,P017,2026-06-05T02:17:50,748
C00580,P033,P017,2026-06-25T16:39:48,52
C00581,P033,P017,2026-06-10T07:20:22,59
C00582,P033,P017,2026-06-26T07:15:44,57
C00583,P033,P017,2026-06-11T11:17:22,542
C00584,P033,P017,2026-06-13T19:46:16,499
C00585,P033,P017,2026-06-09T01:19:59,786
C00586,P033,P002,2026-06-10T12:59:49,897
C00587,P033,P002,2026-06-25T01:44:25,686
C00588,P033,P002,2026-06-11T09:56:51,142
C00589,P033,P002,2026-06-26T13:23:57,462
C00590,P033,P023,2026-06-24T16:00:37,410
C00591,P033,P023,2026-06-11T06:48:06,523
C00592,P033,P023,2026-06-23T18:06:51,391
C00593,P033,P023,2026-06-30T18:54:22,288
C00594,P033,P023,2026-06-26T03:00:28,759
C00595,P033,P023,2026-06-14T02:52:25,455
C00596,P033,P023,2026-06-20T06:34:12,573
C00597,P033,P005,2026-06-11T03:44:07,96
C00598,P033,P005,2026-06-11T10:45:50,328
C00599,P033,P005,2026-06-15T21:56:26,749
C00600,P033,P005,2026-06-14T06:04:02,721
C00601,P033,P005,2026-06-15T12:47:57,472
C00602,P034,P023,2026-06-21T02:05:18,91
C00603,P034,P023,2026-06-22T23:12:40,430
C00604,P034,P023,2026-06-12T18:40:51,835
C00605,P034,P023,2026-06-24T05:49:29,46
C00606,P034,P023,2026-06-05T22:07:15,709
C00607,P034,P028,2026-06-02T04:35:45,83
C00608,P034,P028,2026-06-08T23:29:22,390
C00609,P034,P028,2026-06-12T13:56:21,595
C00610,P034,P028,2026-06-02T22:01:50,172
C00611,P034,P028,2026-06-22T16:22:52,394
C00612,P034,P028,2026-06-12T16:09:48,796
C00613,P034,P028,2026-06-03T20:53:45,155
C00614,P034,P028,2026-06-17T13:21:36,422
C00615,P035,P018,2026-06-16T18:51:01,411
C00616,P035,P018,2026-06-30T20:26:59,135
C00617,P035,P018,2026-06-09T09:28:36,735
C00618,P035,P016,2026-06-07T22:16:39,307
C00619,P035,P016,2026-06-23T17:53:02,219
C00620,P035,P016,2026-06-04T04:56:30,888
C00621,P035,P016,2026-06-03T16:27:30,191
C00622,P035,P016,2026-06-29T16:12:21,104
C00623,P035,P016,2026-06-26T11:38:09,698
C00624,P035,P016,2026-06-12T02:21:51,578
C00625,P035,P016,2026-06-18T10:34:18,322
C00626,P035,P008,2026-06-23T23:13:04,193
C00627,P035,P008,2026-06-26T13:09:41,535
C00628,P035,P008,2026-06-08T04:25:07,220
C00629,P035,P002,2026-06-08T17:59:12,41
C00630,P035,P002,2026-06-12T20:10:16,601
C00631,P035,P002,2026-06-12T17:01:03,837
C00632,P036,P009,2026-06-25T14:54:25,858
C00633,P036,P009,2026-06-19T02:41:06,143
C00634,P036,P009,2026-06-11T23:23:12,90
C00635,P036,P009,2026-06-15T16:57:37,711
C00636,P036,P009,2026-06-17T12:32:36,146
C00637,P036,P009,2026-06-29T20:04:20,670
C00638,P036,P009,2026-06-19T06:37:30,801
C00639,P036,P006,2026-06-14T18:18:31,71
C00640,P036,P006,2026-06-27T04:31:14,545
C00641,P036,P006,2026-06-05T11:04:22,183
C00642,P036,P005,2026-06-11T08:12:32,369
C00643,P036,P005,2026-07-01T18:53:32,305
C00644,P036,P005,2026-06-28T02:52:16,271
C00645,P036,P020,2026-06-21T20:03:19,296
C00646,P036,P020,2026-06-05T22:45:22,325
C00647,P036,P020,2026-06-20T19:25:24,110
C00648,P036,P020,2026-06-17T23:20:15,187
C00649,P036,P026,2026-06-06T23:59:01,654
C00650,P036,P026,2026-06-24T22:01:56,360
C00651,P036,P026,2026-06-27T20:31:14,57
C00652,P036,P031,2026-06-03T01:39:18,671
C00653,P037,P017,2026-06-21T10:59:56,509
C00654,P037,P017,2026-06-08T14:47:07,319
C00655,P037,P017,2026-06-15T02:39:24,720
C00656,P037,P017,2026-06-02T05:45:19,465
C00657,P037,P017,2026-06-14T17:37:51,490
C00658,P037,P014,2026-06-11T22:05:16,162
C00659,P037,P014,2026-06-11T11:37:33,766
C00660,P037,P014,2026-06-28T12:34:28,423
C00661,P037,P014,2026-06-05T13:29:27,542
C00662,P037,P038,2026-06-11T08:48:05,492
C00663,P037,P038,2026-06-04T09:44:18,475
C00664,P037,P027,2026-06-05T03:31:29,66
C00665,P037,P027,2026-06-10T13:59:11,899
C00666,P037,P027,2026-06-20T15:13:25,269
C00667,P037,P027,2026-07-01T05:48:52,848
C00668,P037,P002,2026-06-30T21:01:58,753
C00669,P037,P002,2026-06-11T06:54:41,796
C00670,P037,P002,2026-06-06T18:08:28,542
C00671,P037,P002,2026-06-15T18:09:33,330
C00672,P037,P002,2026-06-16T00:50:37,107
C00673,P037,P002,2026-07-01T14:19:03,532
C00674,P037,P032,2026-07-01T08:45:52,235
C00675,P037,P032,2026-06-19T12:50:54,64
C00676,P037,P032,2026-06-02T10:14:37,521
C00677,P037,P032,2026-06-20T23:49:15,703
C00678,P037,P032,2026-06-16T10:24:13,564
C00679,P037,P032,2026-06-01T03:54:49,456
C00680,P037,P032,2026-06-05T09:37:44,759
C00681,P037,P032,2026-06-12T14:40:55,389
C00682,P038,P026,2026-06-12T20:08:32,310
C00683,P038,P026,2026-06-03T14:03:59,531
C00684,P038,P026,2026-06-15T20:01:10,301
C00685,P038,P026,2026-06-27T22:41:29,711
C00686,P038,P004,2026-06-05T03:31:12,418
C00687,P038,P004,2026-06-12T12:20:44,586
C00688,P039,P010,2026-06-17T01:27:56,61
C00689,P039,P010,2026-06-02T04:59:21,745
C00690,P039,P010,2026-06-11T17:14:54,546
C00691,P039,P010,2026-06-15T05:25:21,635
C00692,P039,P010,2026-06-29T18:46:08,158
C00693,P039,P010,2026-06-11T22:19:16,341
C00694,P039,P010,2026-06-06T14:18:25,646
C00695,P039,P013,2026-06-19T12:14:49,534
C00696,P039,P013,2026-06-27T18:33:29,560
C00697,P039,P013,2026-06-16T20:29:43,321
C00698,P039,P013,2026-06-16T00:36:20,392
C00699,P039,P013,2026-06-11T03:59:26,441
C00700,P039,P040,2026-06-26T22:54:38,42
C00701,P039,P040,2026-06-20T17:16:45,286
C00702,P039,P040,2026-07-01T23:52:09,816
C00703,P039,P040,2026-06-25T21:03:41,606
C00704,P039,P040,2026-06-08T01:52:11,612
C00705,P039,P033,2026-06-06T19:05:12,659
C00706,P039,P033,2026-06-24T22:33:50,808
C00707,P039,P033,2026-06-27T13:50:32,166
C00708,P039,P033,2026-06-27T08:49:05,47
C00709,P039,P033,2026-06-19T04:00:04,210
C00710,P039,P033,2026-06-01T16:03:27,336
C00711,P039,P033,2026-06-14T05:30:48,437
C00712,P039,P033,2026-06-23T07:25:24,435
C00713,P040,P031,2026-06-17T13:43:11,336
C00714,P040,P031,2026-07-01T06:18:19,485
C00715,P040,P031,2026-06-30T19:24:38,365
C00716,P040,P031,2026-06-18T12:53:57,707
C00717,P040,P031,2026-06-25T23:25:19,837
C00718,P040,P031,2026-06-23T09:37:30,639
C00719,P040,P031,2026-06-16T07:00:00,267
C00720,P040,P031,2026-06-09T20:19:09,320
C00721,P040,P004,2026-07-01T10:50:08,804
C00722,P040,P004,2026-06-10T07:32:48,721
C00723,P040,P004,2026-06-23T17:48:14,339
C00724,P040,P004,2026-06-16T12:41:58,588
C00725,P040,P009,2026-06-10T04:26:14,602
C00726,P040,P009,2026-06-22T19:46:37,403
C00727,P040,P009,2026-06-29T14:21:52,853
C00728,P040,P009,2026-06-12T05:19:58,312
C00729,P040,P009,2026-06-02T10:28:20,746
C00730,P040,P034,2026-06-12T16:06:23,686
C00731,P040,P034,2026-06-09T17:26:33,234
C00732,P040,P014,2026-06-27T19:36:32,292
C00733,P040,P014,2026-06-30T20:27:44,727
C00734,P040,P014,2026-06-09T04:59:52,126
C00735,P040,P014,2026-06-20T21:21:57,260
C00736,P040,P021,2026-06-02T19:20:04,246
C00737,P040,P021,2026-06-21T08:28:38,68
C00738,P040,P021,2026-06-04T15:02:52,353
C00739,P040,P021,2026-06-23T17:11:58,117
C00740,P_BURNER_01,P001,2026-06-27T10:27:29,92
C00741,P_BURNER_01,P001,2026-06-28T23:30:59,25
C00742,P_BURNER_01,P001,2026-06-26T23:44:58,156
C00743,P_BURNER_01,P036,2026-06-30T01:21:28,54
C00744,P_BURNER_01,P036,2026-06-29T06:24:00,19
C00745,P_BURNER_01,P011,2026-06-29T06:47:00,84
C00746,P_BURNER_01,P011,2026-06-26T00:20:14,86
C00747,P_BURNER_01,P011,2026-06-30T21:56:47,37
C00748,P_BURNER_01,P027,2026-06-28T16:32:32,174
C00749,P_BURNER_01,P027,2026-06-30T19:05:23,136
C00750,P_BURNER_01,P027,2026-06-27T18:21:28,129
